"ISIN","year","cogs","curr_rat","stlt_lia"
"BE0003883031","2016",2037884,1.04,154522
"BE0003883031","2017",2272734,0.87,224456
"BE0003883031","2018",2799693,0.81,350296
"BE0003883031","2019",2799892,0.93,270366
"BE0003883031","2020",2563217,0.88,412649
"BE0165385973","2008",99721,2.72,15152
"BE0165385973","2009",73180,2.39,15168
"BE0165385973","2010",110002,2.46,19647
"BE0165385973","2011",115166,3.37,4648
"BE0165385973","2012",121384,1.81,34648
"BE0165385973","2013",137734,3.44,4147
"BE0165385973","2014",157075,4.21,4148
"BE0165385973","2015",191975,3.67,7046
"BE0165385973","2016",230468,2.79,4047
"BE0165385973","2017",269763,2.54,6043
"BE0165385973","2018",299914,3.55,1040
"BE0165385973","2019",273622,4.38,1825
"BE0165385973","2020",296783,4.85,1633
"BE0974256852","2008",4320600,1.02,2800
"BE0974256852","2009",4786400,1.03,3600
"BE0974256852","2010",5084800,0.95,6500
"BE0974256852","2011",5653700,0.97,6400
"BE0974256852","2012",6084300,0.99,5000
"BE0974256852","2013",6210800,1.06,2700
"BE0974256852","2014",6502000,1.09,3200
"BE0974256852","2015",6697500,0.88,4700
"BE0974256852","2016",6856600,0.92,4300
"BE0974256852","2017",7087300,0.96,3500
"BE0974256852","2018",6682400,0.77,128600
"BE0974256852","2019",6962700,0.83,41000
"BE0974256852","2020",7016200,0.83,28500
"BE0974258874","2008",1927675,1.28,503128
"BE0974258874","2009",1754210,2.04,151360
"BE0974258874","2010",2191192,1.83,320315
"BE0974258874","2011",2488358,1.79,648485
"BE0974258874","2012",2777294,2.01,342549
"BE0974258874","2013",2531539,1.82,321907
"BE0974258874","2014",2565859,1.78,441552
"BE0974258874","2015",2874155,1.52,494714
"BE0974258874","2016",2821968,1.8,297916
"BE0974258874","2017",3191730,1.64,454401
"BE0974258874","2018",3515091,1.18,942041
"BE0974258874","2019",3514084,1.61,424184
"BE0974258874","2020",2977527,1.55,641655
"BE0974259880","2008",3936500,1.5,443700
"BE0974259880","2009",3937700,1.13,549200
"BE0974259880","2010",4512500,1.41,356200
"BE0974259880","2011",4014600,1.66,53100
"BE0974259880","2012",3735700,1.87,109200
"BE0974259880","2013",3670800,1.55,330000
"BE0974259880","2014",3696400,1.61,139200
"BE0974259880","2015",4029600,1.68,54900
"BE0974259880","2016",4330900,1.06,358300
"BE0974259880","2017",2963300,1.51,32500
"BE0974259880","2018",3067200,3.89,39400
"BE0974259880","2019",3262100,4.42,46500
"BE0974259880","2020",2831900,4.29,17900
"BE0974268972","2008",593400,1.63,800
"BE0974268972","2009",469100,1.82,800
"BE0974268972","2010",485800,1.98,900
"BE0974268972","2011",520500,1.46,9900
"BE0974268972","2012",546200,1.22,11500
"BE0974268972","2013",547900,1.06,11500
"BE0974268972","2014",579300,1.1,10300
"BE0974268972","2015",587700,1.13,9800
"BE0974268972","2016",639100,1.04,10300
"BE0974268972","2017",1090300,0.62,699900
"BE0974268972","2018",1640800,1.01,175700
"BE0974268972","2019",1685700,0.93,272700
"BE0974268972","2020",1915300,1.03,278200
"BE0974276082","2008",NA,NA,NA
"BE0974276082","2009",NA,NA,NA
"BE0974276082","2010",NA,NA,NA
"BE0974276082","2011",909500,1.35,20400
"BE0974276082","2012",939500,1.25,14000
"BE0974276082","2013",1064900,1.46,13900
"BE0974276082","2014",1142900,1.48,2400
"BE0974276082","2015",1187200,1.92,9200
"BE0974276082","2016",1373100,1.49,22900
"BE0974276082","2017",1632600,1.28,69900
"BE0974276082","2018",1621100,1.26,104000
"BE0974276082","2019",1587400,1.19,69600
"BE0974276082","2020",1405000,1.13,366300
"BE0974288202","2008",NA,NA,NA
"BE0974288202","2009",NA,NA,NA
"BE0974288202","2010",NA,NA,NA
"BE0974288202","2011",NA,NA,NA
"BE0974288202","2012",NA,NA,NA
"BE0974288202","2013",NA,NA,NA
"BE0974288202","2014",NA,NA,NA
"BE0974288202","2015",NA,NA,0
"BE0974288202","2016",675,NA,0
"BE0974288202","2017",1519,NA,11994
"BE0974288202","2018",1408,NA,1637
"BE0974288202","2019",3052,NA,1706
"BE0974288202","2020",4271,NA,90309
"BE0974293251","2008",6227000,0.47,8670000
"BE0974293251","2009",10677238,0.76,1426014
"BE0974293251","2010",10615688,0.8,2190951
"BE0974293251","2011",10414527,0.63,4297724
"BE0974293251","2012",11137319,1.01,4085620
"BE0974293251","2013",10984507,0.73,5716256
"BE0974293251","2014",11787240,0.68,6195884
"BE0974293251","2015",13598087,0.64,5456925
"BE0974293251","2016",14070491,1.07,8344296
"BE0974293251","2017",16445829,0.66,6296700
"BE0974293251","2018",15007739,0.53,3775760
"BE0974293251","2019",15748524,0.83,4886376
"BE0974293251","2020",14580090,0.82,2527434
"BE0974294267","2008",1897500,2.8,500
"BE0974294267","2009",1343900,2.03,12000
"BE0974294267","2010",2136000,1.65,13400
"BE0974294267","2011",2552800,1.53,31300
"BE0974294267","2012",2324900,1.26,1300
"BE0974294267","2013",2150300,1.04,298300
"BE0974294267","2014",2104800,1.14,74600
"BE0974294267","2015",2381000,0.7,417000
"BE0974294267","2016",2169300,0.75,427000
"BE0974294267","2017",2903000,0.86,221600
"BE0974294267","2018",3193200,0.61,1101900
"BE0974294267","2019",1246,4.42,3000
"BE0974294267","2020",4213,2.49,5527
"BE0974313455","2008",683182,1.15,21435
"BE0974313455","2009",720626,1.2,12549
"BE0974313455","2010",961120,1.02,126764
"BE0974313455","2011",1498700,0.99,67264
"BE0974313455","2012",1442804,1.01,30597
"BE0974313455","2013",1664988,0.93,98697
"BE0974313455","2014",1981169,1.03,100249
"BE0974313455","2015",2185800,1.03,114900
"BE0974313455","2016",2388300,1.07,143100
"BE0974313455","2017",2796200,1.1,176500
"BE0974313455","2018",2689900,1.13,356000
"BE0974313455","2019",2748000,1.15,416100
"BE0974313455","2020",2391500,1.1,326900
"BE0974320526","2008",8623486,1.99,165841
"BE0974320526","2009",6785526,1.68,186103
"BE0974320526","2010",9313631,1.55,290195
"BE0974320526","2011",13973441,1.43,346654
"BE0974320526","2012",11696973,1.52,351047
"BE0974320526","2013",8919171,1.45,287839
"BE0974320526","2014",7952920,1.33,365513
"BE0974320526","2015",8820471,1.31,338871
"BE0974320526","2016",9544268,1.3,400786
"BE0974320526","2017",10883993,1.52,313868
"BE0974320526","2018",12434029,1.72,436760
"BE0974320526","2019",16301904,1.57,564063
"BE0974320526","2020",19427107,1.62,719177
"BE0974338700","2008",NA,NA,NA
"BE0974338700","2009",NA,NA,NA
"BE0974338700","2010",NA,NA,NA
"BE0974338700","2011",NA,NA,NA
"BE0974338700","2012",NA,NA,NA
"BE0974338700","2013",NA,NA,NA
"BE0974338700","2014",NA,NA,NA
"BE0974338700","2015",1039425,NA,26313
"BE0974338700","2016",1071848,1.54,129499
"BE0974338700","2017",1070086,2,56825
"BE0974338700","2018",1089172,1.35,197637
"BE0974338700","2019",1177928,1.42,103307
"BE0974338700","2020",1158769,1.22,223850
"BE0974349814","2008",4811,NA,180304
"BE0974349814","2009",5611,NA,121777
"BE0974349814","2010",5507,NA,127501
"BE0974349814","2011",5696,NA,126187
"BE0974349814","2012",7345,NA,178418
"BE0974349814","2013",3621,NA,176945
"BE0974349814","2014",3134,NA,201712
"BE0974349814","2015",2691,NA,128798
"BE0974349814","2016",4911,NA,181443
"BE0974349814","2017",4224,NA,242795
"BE0974349814","2018",5218,NA,221333
"BE0974349814","2019",21756,NA,286797
"BE0974349814","2020",24191,NA,379338
"BE0974362940","2008",465029,1.66,91249
"BE0974362940","2009",448987,1.79,10509
"BE0974362940","2010",596202,1.59,26682
"BE0974362940","2011",714225,1.69,8284
"BE0974362940","2012",764226,1.57,5407
"BE0974362940","2013",708660,1.49,15239
"BE0974362940","2014",534399,1.54,26383
"BE0974362940","2015",600871,1.65,12124
"BE0974362940","2016",673457,1.6,13585
"BE0974362940","2017",628195,1.77,10686
"BE0974362940","2018",581086,2.15,8186
"BE0974362940","2019",610285,2.47,12469
"BE0974362940","2020",446417,2.97,9273
"BMG173841013","2008",NA,NA,NA
"BMG173841013","2009",23015,0.35,3258
"BMG173841013","2010",91111,0.33,10669
"BMG173841013","2011",104978,0.08,7360
"BMG173841013","2012",153941,0.11,136039
"BMG173841013","2013",160516,1.67,105227
"BMG173841013","2014",208192,1.55,59579
"BMG173841013","2015",146843,1.18,117268
"BMG173841013","2016",99811,0.33,426376
"BMG173841013","2017",156318,0.9,259899
"BMG173841013","2018",220858,1.09,127643
"BMG173841013","2019",269930,1.44,191104
"BMG173841013","2020",260961,1.46,171809
"BMG1738J1247","2008",1300117,0.85,5585
"BMG1738J1247","2009",1106960,1.1,1739
"BMG1738J1247","2010",780408,0.2,8904482
"BMG1738J1247","2011",867122,1.12,1671760
"BMG1738J1247","2012",3126517,0.67,1284307
"BMG1738J1247","2013",252701,0.86,1760315
"BMG1738J1247","2014",0,0.79,2775784
"BMG1738J1247","2015",0,0.99,2481874
"BMG1738J1247","2016",0,1.36,1502801
"BMG1738J1247","2017",0,0.81,1829228
"BMG1738J1247","2018",0,0.78,2254385
"BMG1738J1247","2019",1516913,0.97,2013169
"BMG1738J1247","2020",1378793,1.03,1062114
"BMG3682E1921","2008",805404,1.16,536764
"BMG3682E1921","2009",424474,1.29,409637
"BMG3682E1921","2010",476550,1.17,366974
"BMG3682E1921","2011",475875,2.45,75326
"BMG3682E1921","2012",404274,2.1,72770
"BMG3682E1921","2013",401310,1.99,69636
"BMG3682E1921","2014",412314,0.71,244346
"BMG3682E1921","2015",172146,1.93,147373
"BMG3682E1921","2016",279129,2.1,123870
"BMG3682E1921","2017",395062,1.45,156394
"BMG3682E1921","2018",508395,1.44,132333
"BMG3682E1921","2019",552489,0.53,722425
"BMG3682E1921","2020",530537,1.34,174892
"BMG4233B1090","2008",NA,NA,NA
"BMG4233B1090","2009",NA,NA,NA
"BMG4233B1090","2010",NA,NA,NA
"BMG4233B1090","2011",NA,NA,NA
"BMG4233B1090","2012",0,0.26,84062
"BMG4233B1090","2013",0,7.65,90413
"BMG4233B1090","2014",0,1.74,366569
"BMG4233B1090","2015",0,2.69,365517
"BMG4233B1090","2016",0,1.99,411142
"BMG4233B1090","2017",0,1.29,422250
"BMG4233B1090","2018",0,1.11,664823
"BMG4233B1090","2019",0,1.05,1872958
"BMG4233B1090","2020",0,1.12,1536410
"BMG671801022","2008",NA,NA,NA
"BMG671801022","2009",0,3.57,189474
"BMG671801022","2010",0,2.38,171152
"BMG671801022","2011",0,3.38,174387
"BMG671801022","2012",0,1.16,1176140
"BMG671801022","2013",0,1.21,1093313
"BMG671801022","2014",0,1.05,1747115
"BMG671801022","2015",0,0.48,6351545
"BMG671801022","2016",0,0.98,1758364
"BMG671801022","2017",0,1.17,1292873
"BMG671801022","2018",0,0.34,6765574
"BMG671801022","2019",0,0.95,1969605
"BMG671801022","2020",0,0.59,4490664
"BMG9456A1009","2008",531197,0.54,540397
"BMG9456A1009","2009",623658,0.89,481609
"BMG9456A1009","2010",515959,0.83,648777
"BMG9456A1009","2011",375048,0.41,420726
"BMG9456A1009","2012",558141,5.05,80165
"BMG9456A1009","2013",342498,2.01,186796
"BMG9456A1009","2014",487915,2.01,870187
"BMG9456A1009","2015",1017108,0.66,4435171
"BMG9456A1009","2016",843813,0.72,3890170
"BMG9456A1009","2017",965161,0.29,11370549
"BMG9456A1009","2018",1655990,0.65,6310005
"BMG9456A1009","2019",1410324,0.26,10896469
"BMG9456A1009","2020",1138282,0.23,8432093
"CA46016U1084","2008",NA,NA,NA
"CA46016U1084","2009",NA,NA,NA
"CA46016U1084","2010",NA,NA,NA
"CA46016U1084","2011",NA,NA,NA
"CA46016U1084","2012",NA,NA,NA
"CA46016U1084","2013",NA,NA,NA
"CA46016U1084","2014",484790,NA,NA
"CA46016U1084","2015",669420,1.58,0
"CA46016U1084","2016",619643,3.5,0
"CA46016U1084","2017",569679,2.11,304
"CA46016U1084","2018",1588186,1.03,0
"CA46016U1084","2019",2412031,1.12,7903
"CA46016U1084","2020",1911475,0.95,194611
"CH0136071542","2008",1110536,1.32,198934
"CH0136071542","2009",484775,1.73,47165
"CH0136071542","2010",590676,2.02,18626
"CH0136071542","2011",1377078,1.71,38216
"CH0136071542","2012",1543654,1.7,40645
"CH0136071542","2013",1665353,2.19,41165
"CH0136071542","2014",1791334,2.21,16387
"CH0136071542","2015",1810022,2.08,26262
"CH0136071542","2016",1488190,2.08,36315
"CH0136071542","2017",1784013,2.34,28257
"CH0136071542","2018",1774015,1.98,43368
"CH0136071542","2019",1701691,1.43,194664
"CH0136071542","2020",1446244,1.72,76189
"CH0242214887","2008",814945,3.32,11778
"CH0242214887","2009",935232,3.31,7399
"CH0242214887","2010",1072479,3.53,7653
"CH0242214887","2011",1283634,3.13,45537
"CH0242214887","2012",1064999,3.29,43913
"CH0242214887","2013",1147275,3.77,45650
"CH0242214887","2014",1326555,1.71,462566
"CH0242214887","2015",2903210,1.61,594120
"CH0242214887","2016",2984768,1.97,498668
"CH0242214887","2017",3266575,2.18,498244
"CH0242214887","2018",3599011,3.11,131098
"CH0242214887","2019",3894250,2.59,501867
"CH0242214887","2020",3657220,2.79,567242
"CH0303692047","2008",NA,NA,NA
"CH0303692047","2009",NA,NA,NA
"CH0303692047","2010",NA,NA,NA
"CH0303692047","2011",NA,NA,NA
"CH0303692047","2012",78815,0.91,117948
"CH0303692047","2013",92759,1.77,35648
"CH0303692047","2014",123612,1.82,4858
"CH0303692047","2015",100204,1.9,28942
"CH0303692047","2016",99191,1.6,28825
"CH0303692047","2017",97160,0.95,115852
"CH0303692047","2018",116456,1.66,25078
"CH0303692047","2019",136819,1.41,39967
"CH0303692047","2020",83587,1.29,19424
"CZ0005112300","2008",60714000,0.83,83919000
"CZ0005112300","2009",64565000,0.88,37889000
"CZ0005112300","2010",89683000,0.95,24404000
"CZ0005112300","2011",101556000,1.04,24764000
"CZ0005112300","2012",105727000,1.19,16789000
"CZ0005112300","2013",93094000,1.29,30820000
"CZ0005112300","2014",89273000,1.21,23282000
"CZ0005112300","2015",103229000,1.17,11919000
"CZ0005112300","2016",103451000,1.09,25551000
"CZ0005112300","2017",98537000,1.06,19694000
"CZ0005112300","2018",72777000,1.04,18526000
"CZ0005112300","2019",80860000,1.08,29323000
"CZ0005112300","2020",83491000,1.11,29725000
"CZ0009093209","2008",6633000,0.95,3347000
"CZ0009093209","2009",14835000,0.99,0
"CZ0009093209","2010",14964000,1.14,NA
"CZ0009093209","2011",13255000,0.99,3061000
"CZ0009093209","2012",15247000,0.92,31000
"CZ0009093209","2013",23938000,0.93,4000
"CZ0009093209","2014",23273000,0.75,4004000
"CZ0009093209","2015",22567000,1.01,11000
"CZ0009093209","2016",23060000,1.33,0
"CZ0009093209","2017",22855000,1.35,0
"CZ0009093209","2018",22019000,1.24,0
"CZ0009093209","2019",18547000,0.9,7698000
"CZ0009093209","2020",18909000,1.24,678000
"DE0005008007","2008",4897,10.82,NA
"DE0005008007","2009",4644,9.36,NA
"DE0005008007","2010",2283,5.73,NA
"DE0005008007","2011",6521,7,NA
"DE0005008007","2012",4490,3.42,NA
"DE0005008007","2013",10996,1.15,NA
"DE0005008007","2014",106244,NA,51831
"DE0005008007","2015",269741,NA,257412
"DE0005008007","2016",262821,NA,330163
"DE0005008007","2017",172329,NA,327860
"DE0005008007","2018",212871,NA,184423
"DE0005008007","2019",684373,NA,263968
"DE0005008007","2020",552663,NA,1019877
"DE0005009740","2008",203057,1.96,47571
"DE0005009740","2009",182322,2.62,12364
"DE0005009740","2010",174314,3.15,4687
"DE0005009740","2011",178378,2.87,3340
"DE0005009740","2012",127064,3.22,4465
"DE0005009740","2013",122448,2.99,6409
"DE0005009740","2014",128791,2.74,8946
"DE0005009740","2015",122956,2.79,5875
"DE0005009740","2016",120871,2.67,9581
"DE0005009740","2017",118862,2.65,9049
"DE0005009740","2018",113831,2.07,12961
"DE0005009740","2019",107262,2.31,8727
"DE0005009740","2020",79907,2.64,9023
"DE0005089031","2008",981896,0.59,16069
"DE0005089031","2009",988801,0.61,51462
"DE0005089031","2010",1189386,0.43,178167
"DE0005089031","2011",1336880,0.53,125152
"DE0005089031","2012",1528390,0.43,87113
"DE0005089031","2013",1694440,0.5,24428
"DE0005089031","2014",1960308,0.84,46732
"DE0005089031","2015",2083420,0.58,47079
"DE0005089031","2016",2458733,0.5,438569
"DE0005089031","2017",2501700,0.64,268240
"DE0005089031","2018",3139380,1.04,221254
"DE0005089031","2019",3119683,1.08,326721
"DE0005089031","2020",3462450,1.01,468196
"DE0005103006","2008",113335,2.09,5844
"DE0005103006","2009",117638,1.76,13004
"DE0005103006","2010",152075,2.07,1487
"DE0005103006","2011",170021,1.88,10333
"DE0005103006","2012",172182,1.9,14756
"DE0005103006","2013",161354,2.49,4204
"DE0005103006","2014",187520,2.29,7302
"DE0005103006","2015",247718,2.2,18220
"DE0005103006","2016",360822,1.9,18648
"DE0005103006","2017",306009,1.26,79061
"DE0005103006","2018",272833,1.77,19400
"DE0005103006","2019",305672,1.69,25303
"DE0005103006","2020",305868,1.9,21299
"DE0005158703","2008",1207125,2.21,10466
"DE0005158703","2009",1173382,2.32,2561
"DE0005158703","2010",1479723,1.9,4812
"DE0005158703","2011",1686606,1.83,9002
"DE0005158703","2012",1767457,1.9,12567
"DE0005158703","2013",1885192,1.92,10546
"DE0005158703","2014",2146424,1.89,12711
"DE0005158703","2015",2346529,1.96,9627
"DE0005158703","2016",2563071,1.97,9745
"DE0005158703","2017",2970595,1.91,58930
"DE0005158703","2018",3614975,2.01,12872
"DE0005158703","2019",4524257,1.9,49948
"DE0005158703","2020",4878967,1.87,59103
"DE0005176903","2008",273745,2.14,35239
"DE0005176903","2009",237853,2.4,26228
"DE0005176903","2010",261559,2.78,12666
"DE0005176903","2011",287848,2.63,29634
"DE0005176903","2012",295038,3.38,1975
"DE0005176903","2013",291531,1.79,55600
"DE0005176903","2014",468041,2.65,5563
"DE0005176903","2015",480662,2.72,4970
"DE0005176903","2016",473255,1.72,72357
"DE0005176903","2017",506299,3.06,5656
"DE0005176903","2018",527460,1.93,65905
"DE0005176903","2019",511197,2.28,8928
"DE0005176903","2020",450267,2.12,40594
"DE0005190003","2008",37863000,0.99,29887000
"DE0005190003","2009",36706000,1.08,26934000
"DE0005190003","2010",41241000,1.07,26520000
"DE0005190003","2011",44459000,1.04,30380000
"DE0005190003","2012",49622000,1.04,29547000
"DE0005190003","2013",50782000,1.04,30428000
"DE0005190003","2014",52758000,0.96,35552000
"DE0005190003","2015",62740000,0.94,39962000
"DE0005190003","2016",64258000,0.98,40670000
"DE0005190003","2017",66605000,1.04,40727000
"DE0005190003","2018",66577000,1.18,38179000
"DE0005190003","2019",75845000,1.1,44944000
"DE0005190003","2020",75286000,1.14,38393000
"DE0005194062","2008",7638920,1.19,735579
"DE0005194062","2009",6181253,1.17,590950
"DE0005194062","2010",6767955,1.33,538233
"DE0005194062","2011",8411956,1.26,584313
"DE0005194062","2012",9311251,1.26,897674
"DE0005194062","2013",14620350,1.27,1136695
"DE0005194062","2014",13854202,1.36,1171290
"DE0005194062","2015",13483597,1.35,1320978
"DE0005194062","2016",13976839,1.33,1520774
"DE0005194062","2017",14477122,1.37,1446856
"DE0005194062","2018",14947900,1.24,2243400
"DE0005194062","2019",15276100,1.28,2381800
"DE0005194062","2020",15163600,1.12,2289400
"DE0005200000","2008",1870000,2.35,174000
"DE0005200000","2009",1758000,2.4,148000
"DE0005200000","2010",1887000,2.37,115000
"DE0005200000","2011",1942000,2.05,172000
"DE0005200000","2012",2066000,2.11,91000
"DE0005200000","2013",2156000,2.19,94000
"DE0005200000","2014",2261000,2.08,112000
"DE0005200000","2015",2657000,2.17,95000
"DE0005200000","2016",2627000,2.1,58000
"DE0005200000","2017",2760000,1.93,61000
"DE0005200000","2018",2910000,1.94,60000
"DE0005200000","2019",2982000,1.67,392000
"DE0005200000","2020",2727000,1.56,19000
