"ISIN","year","roa"
"PLPKO0000016","2008",2.57
"PLPKPCR00011","2008",NA
"FR0000124570","2008",-0.9
"PLPKN0000018","2008",-4.25
"DE000A0JBPG2","2008",11.36
"PLMSTSD00019","2008",5.35
"PLPGNIG00014","2008",3.08
"FI0009005078","2008",3.83
"AT0000609607","2008",2.88
"DE000PAH0038","2008",20.2
"IT0003796171","2008",1.17
"NL0009739416","2008",10.1
"SE0006425815","2008",NA
"SE0000233934","2008",20.57
"SE0015961222","2008",6.86
"SE0001280355","2008",8.72
"DE0006223407","2008",NA
"SE0000393860","2008",2.33
"SE0011337666","2008",NA
"ES0171743901","2008",5.99
"NO0010861990","2008",12.4
"ES0105229001","2008",NA
"ES0175438003","2008",11.06
"DE000PSM7770","2008",2.47
"NL0013654783","2008",NA
"NO0010209331","2008",-4.22
"BE0003810273","2008",12.13
"IT0004176001","2008",9.64
"GRS434003000","2008",-0.75
"FR0000130577","2008",4.4
"DE0006969603","2008",13.18
"PLPZU0000011","2008",4.23
"SE0011527845","2008",NA
"NL0012169213","2008",4.12
"US74735M1080","2008",NA
"FR0000120560","2008",9.81
"DE000A1PHBB5","2008",7.2
"IT0005054967","2008",NA
"AT0000606306","2008",1.49
"SE0010441139","2008",NA
"FR0000060618","2008",1.11
"NL0000379121","2008",2.59
"FI0009007355","2008",8.56
"GB00BLG2TX24","2008",NA
"DE0007010803","2008",31.95
"SE0000111940","2008",15.74
"SE0000135485","2008",10.76
"NO0010112675","2008",12.87
"IT0003828271","2008",13.81
"BE0003656676","2008",2.38
"ES0173093024","2008",6.65
"LU0383812293","2008",NA
"SE0000123671","2008",19.52
"FR0000130395","2008",6.05
"PTREL0AM0008","2008",5.03
"FR0000131906","2008",1.31
"IT0005282865","2008",7.81
"ES0173516115","2008",6.35
"SE0007665823","2008",NA
"BE0003720340","2008",9.54
"FR0010451203","2008",4.31
"DE0007030009","2008",4.75
"NL0012650360","2008",9.82
"DE0007042301","2008",6.89
"DE000A0Z2XN6","2008",11.71
"HU0000123096","2008",11.34
"DK0060854669","2008",1.53
"DE000A12UKK6","2008",NA
"DK0010219153","2008",9.53
"US7496552057","2008",NA
"FI4000266804","2008",NA
"DK0060634707","2008",-9.55
"LU0061462528","2008",2.53
"FR0013269123","2008",5.55
"DE0007037129","2008",3.75
"IE00BYTBXV33","2008",7.9
"AT0000652250","2008",1.78
"AT0000A0E9W5","2008",-25.08
"SE0000112385","2008",0.07
"ES0182870214","2008",2.35
"IT0001029492","2008",9.85
"DE000SAFH001","2008",-1.51
"FR0000073272","2008",-0.93
"SE0004635878","2008",0.92
"FR0000125007","2008",4.57
"IT0005252140","2008",8.41
"IT0005388266","2008",NA
"NO0010310956","2008",7.36
"IT0004712375","2008",NA
"DE0006202005","2008",8.44
"SE0009554454","2008",NA
"FI0009003305","2008",3.2
"SE0000667891","2008",9.83
"IT0003549422","2008",NA
"FR0000120578","2008",5.96
"FI0009007694","2008",4.74
"PLBZ00000044","2008",1.74
"DE0007164600","2008",16.13
"IT0000433307","2008",2.39
"DE0007165607","2008",2.71
"FR0013154002","2008",3.11
"SE0003366871","2008",-11.73
"NO0010863285","2008",NA
"NO0010739402","2008",NA
"NL0000360618","2008",6.88
"SE0005999760","2008",NA
"SE0007640156","2008",NA
"SE0015242896","2008",NA
"DK0060696300","2008",NA
"FI4000029905","2008",NA
"NO0010715139","2008",NA
"DE000SHA0159","2008",NA
"DE000A2NBTL2","2008",10.97
"NO0003028904","2008",-3.43
"FR0000121972","2008",8.47
"AT0000946652","2008",15.9
"DK0010253921","2008",-6.82
"FR0010411983","2008",1.33
"DE000A12DM80","2008",NA
"SE0006758348","2008",NA
"BMG7998G1069","2008",-0.32
"FR0000121709","2008",6.88
"FR0000039109","2008",5.49
"SE0000163594","2008",7.4
"SE0015988373","2008",NA
"NO0010612450","2008",NA
"PTSEM0AM0004","2008",5.43
"SE0000379497","2008",6.03
"AT0000785555","2008",8.03
"LU1377527517","2008",NA
"LU0088087324","2008",7.61
"IT0004729759","2008",NA
"DE0007235301","2008",13.44
"NL0012044747","2008",NA
"LU1883301340","2008",NA
"DE0007236101","2008",6.94
"DE000ENER6Y0","2008",NA
"ES0143416115","2008",8.95
"DE000SHL1006","2008",NA
"NL0011660485","2008",NA
"NL0011821392","2008",NA
"DE000WAF3001","2008",NA
"DK0060495240","2008",31.83
"SE0016101844","2008",NA
"SE0003917798","2008",NA
"DE0007231326","2008",4.71
"SE0000148884","2008",1.21
"SE0000113250","2008",3.95
"SE0000108227","2008",9.77
"SE0012141687","2008",8.57
"DE000A111338","2008",NA
"DE000A0DJ6J9","2008",38.17
"SE0009268279","2008",NA
"FR0013214145","2008",NA
"IE00B1RR8406","2008",3.03
"IT0003153415","2008",6.35
"FR0000130809","2008",0.59
"FR0000121220","2008",4.77
"BE0003717312","2008",2.3
"DE000A2GS401","2008",11.52
"FR0013227113","2008",-0.36
"DK0010274844","2008",6.61
"ES0165386014","2008",-4.12
"ES0105385001","2008",NA
"DE000A1YCMM2","2008",9.32
"FR00140006O9","2008",27.74
"FR0013379484","2008",11.14
"BE0003470755","2008",4.58
"PTSON0AM0001","2008",3.8
"FR0000050809","2008",7.82
"DK0060036564","2008",0.42
"NO0006000801","2008",1.59
"NO0010751910","2008",NA
"NO0006390301","2008",1.97
"NO0010631567","2008",1.9
"NO0006000900","2008",1.34
"FR0012757854","2008",NA
"SE0000171100","2008",9.5
"LU1066226637","2008",NA
"PLSTLPD00017","2008",28.72
"MHY816691064","2008",6.95
"NL00150001Q9","2008",4.32
"SE0015346135","2008",NA
"NL0000226223","2008",-4.96
"DE0007274136","2008",11.09
"FI0009000251","2008",3.57
"BMG850801025","2008",6.85
"FI0009005961","2008",-3.46
"NO0003053605","2008",0.3
"SE0007439443","2008",-128.39
"AT000000STR1","2008",2.7
"DE000STRA555","2008",9.17
"DE0007493991","2008",-2.04
"IE00BYZ5XL97","2008",NA
"SE0000653230","2008",1.22
"LU0075646355","2008",12.45
"DE0007297004","2008",1.76
"FR0010613471","2008",4.49
"FI0009010862","2008",-1.63
"DE0005176903","2008",2.54
"SE0000407991","2008",24.09
"SE0000112724","2008",5.02
"SE0007100599","2008",1.96
"SE0014960373","2008",15.29
"SE0000242455","2008",2.08
"SE0015988167","2008",NA
"SE0015812219","2008",16.12
"SE0000872095","2008",-14.86
"SE0009143993","2008",NA
"DK0010311471","2008",0.8
"DE000SYM9999","2008",6.39
"FR0000032658","2008",5.11
"SE0015987946","2008",NA
"DE0008303504","2008",1.66
"DE0007446007","2008",14.52
"DE000TLX1005","2008",8.16
"FI4000153580","2008",NA
"ES0105065009","2008",NA
"IT0003153621","2008",-12
"FR0004188670","2008",NA
"PLTAURN00011","2008",1.06
"DE000A2YN900","2008",NA
"GRS403003007","2008",32.62
"FR0013505062","2008",-32.46
"IT0005162406","2008",NA
"ES0178165017","2008",7.84
"IT0003497168","2008",4.69
"ES0178430E18","2008",10.48
"DE000A1J5RX9","2008",NA
"AT0000720008","2008",1.91
"BE0003826436","2008",5.9
"NO0010063308","2008",8.95
"FR0000051807","2008",7.77
"SE0005190238","2008",8.21
"CZ0009093209","2008",10.99
"SE0000667925","2008",9.56
"LU0156801721","2008",14.7
"GRS496003005","2008",4.98
"IT0003242622","2008",5.32
"US8808901081","2008",6.71
"FI4000252127","2008",NA
"BE0003555639","2008",8.75
"SE0015949847","2008",-11.51
"FR0000054900","2008",5.13
"NO0003078800","2008",12.24
"FR0000121329","2008",3.72
"SE0006422390","2008",NA
"DE0007500001","2008",6.06
"FI0009000277","2008",5.76
"FR0013230612","2008",NA
"FI4000008719","2008",10.86
"IT0005037210","2008",NA
"IT0004513666","2008",-13.53
"BE0974338700","2008",NA
"NL0000852523","2008",8.66
"DE000A12B8Z4","2008",NA
"SE0002591420","2008",NA
"IT0003007728","2008",10.88
"FI4000197934","2008",NA
"NL0013332471","2008",-34.41
"NO0005668905","2008",9.4
"DK0060477503","2008",0.03
"GB00BZ3CNK81","2008",13.6
"FR0000120271","2008",9.48
"DE000TRAT0N7","2008",NA
"SE0000114837","2008",1
"FR0005691656","2008",3.27
"US8964383066","2008",-44.68
"US89686D1054","2008",NA
"SE0012729366","2008",NA
"DK0060636678","2008",2.28
"ES0132945017","2008",8.03
"DE000TUAG000","2008",1.62
"FR0000054470","2008",12.33
"BE0003739530","2008",1.86
"BE0974320526","2008",4.8
"FR0013326246","2008",-2.9
"ES0180907000","2008",NA
"IT0005239360","2008",1.39
"DE000UNSE018","2008",NA
"IE00BJ5FQX74","2008",NA
"IT0004810054","2008",0.8
"IT0004827447","2008",0.38
"AT0000821103","2008",0.34
"DE0005089031","2008",-8.13
"FI0009005987","2008",0.25
"FI0009002158","2008",12.93
"BSP951331318","2008",10.88
"FI0009900682","2008",12.43
"FR0013176526","2008",-2.09
"FR0013506730","2008",18.87
"FI4000074984","2008",NA
"FR0004056851","2008",-5.39
"BE0003839561","2008",21.4
"DE000A0TGJ55","2008",5.09
"NL0000288918","2008",-0.57
"SE0000115107","2008",7.36
"NO0005806802","2008",7.51
"FR0000124141","2008",2.15
"US91822M1062","2008",NA
"FR0013447729","2008",NA
"DE000A0JL9W6","2008",2.61
"AT0000746409","2008",10.41
"FI4000049812","2008",NA
"DK0061539921","2008",11.03
"FR0000031775","2008",8.57
"AT0000908504","2008",1.71
"FI0009005250","2008",5.48
"DE0007657231","2008",2.13
"FR0000052516","2008",4.02
"FR0000125486","2008",4.56
"FR0000031577","2008",9.86
"ES0184262212","2008",10.21
"SE0011205202","2008",10.49
"FR0000127771","2008",6.02
"AT0000937503","2008",9.92
"SE0009143662","2008",NA
"DE0007664005","2008",3.56
"SE0000115446","2008",3.36
"DE000A1ML7J1","2008",NA
"DE0007667107","2008",11.9
"DE000WCH8881","2008",10.53
"DE000WACK012","2008",3.63
"NO0010571680","2008",4.42
"SE0007074844","2008",3.99
"BE0974349814","2008",0.1
"PLGPW0000017","2008",9.84
"FI0009003727","2008",9.6
"DE0007507501","2008",9.01
"IT0003865570","2008",5.8
"FR0000121204","2008",5.1
"NL0000289213","2008",1.22
"DE000A2N4H07","2008",NA
"AT0000831706","2008",3.66
"SE0011205194","2008",2.28
"NO0010571698","2008",4.43
"DE0007472060","2008",10.85
"NL0000395903","2008",7.04
"FR0011981968","2008",NA
"DE0008051004","2008",1.46
"BE0974310428","2008",NA
"SE0012674232","2008",5.78
"SE0007789409","2008",NA
"BE0974288202","2008",NA
"SE0004840718","2008",NA
"NO0010716863","2008",NA
"NO0010208051","2008",14.67
"FI0009800643","2008",6.12
"DE000ZAL1111","2008",NA
"NO0010708910","2008",NA
"ES0184933812","2008",34.91
"DK0060257814","2008",-13.7
"IT0004171440","2008",15.54
"DE0005111702","2008",39.72
"AT0000837307","2008",10.64
"DE0005545503","2008",-63.62
"SE0010546911","2008",NA
"DK0010244508","2009",-0.17
"SE0009268154","2009",NA
"SE0011337708","2009",9.67
"NL0000852564","2009",4.47
"DE0005408116","2009",1
"FR0010557264","2009",-52.57
"FR0004040608","2009",6.95
"ES0105200416","2009",3
"NL0011540547","2009",NA
"SE0006256558","2009",NA
"SE0007897079","2009",NA
"NL0009767532","2009",11.15
"ES0125220311","2009",5.32
"FR0000120404","2009",-1.32
"IT0001207098","2009",0.48
"ES0132105018","2009",-5.21
"BE0003764785","2009",3.82
"SE0001863291","2009",-2.71
"ES0167050915","2009",6.21
"SE0014401378","2009",NA
"SE0014781795","2009",13.84
"NO0010844038","2009",NA
"DE000A1EWWW0","2009",3.85
"LU1250154413","2009",NA
"DE0005008007","2009",-7.71
"FR0010340141","2009",4.63
"DE0005103006","2009",1.32
"NL0012969182","2009",NA
"ES0105287009","2009",NA
"BE0003851681","2009",-0.74
"GRS495003006","2009",5.57
"NL0000303709","2009",0.1
"ES0105046009","2009",NA
"IT0001006128","2009",NA
"NO0003078107","2009",9.06
"SE0005999836","2009",7.78
"BE0974264930","2009",1.67
"BE0003755692","2009",0.31
"AT000AGRANA3","2009",1.44
"DE0005009740","2009",2.64
"IE00BF0L3536","2009",-0.46
"FR0000031122","2009",-1.68
"NL0000235190","2009",-0.34
"DE000A0WMPJ6","2009",10.28
"NO0010215684","2009",6.53
"NO0010234552","2009",-4.47
"NO0010886625","2009",NA
"NO0010345853","2009",-7.65
"NO0010716582","2009",NA
"FR0004180537","2009",4.5
"FI4000058870","2009",NA
"NO0003097503","2009",-4.63
"FR0000053027","2009",7.53
"NL0013267909","2009",2.53
"FR0000060402","2009",5.54
"FR0013258662","2009",NA
"SE0000695876","2009",11.16
"NL0012817175","2009",NA
"SE0007158910","2009",NA
"PLALIOR00045","2009",NA
"DK0060027142","2009",4.73
"DE000A0DPRE6","2009",NA
"LU2237380790","2009",NA
"DE0008404005","2009",0.75
"SE0000767188","2009",NA
"DK0015250344","2009",-0.43
"SE0000540163","2009",2.3
"ES0157097017","2009",13.3
"GRS015003007","2009",0.77
"FR0010220475","2009",5.37
"DE000A0LD2U1","2009",-2.75
"FR0000071946","2009",3.06
"PTALT0AE0002","2009",1.01
"DE0005093108","2009",20.76
"ES0109067019","2009",6.63
"SE0009663826","2009",NA
"DK0060946788","2009",8.22
"NL0000888691","2009",-6.42
"IT0004056880","2009",5.49
"FR0004125920","2009",NA
"AT0000730007","2009",3.61
"BE0974293251","2009",6.62
"IT0004998065","2009",NA
"FI4000292438","2009",NA
"LU0569974404","2009",-0.44
"ES0105022000","2009",NA
"IT0005241192","2009",NA
"NL0006237562","2009",7.06
"DE0006275001","2009",NA
"LU1598757687","2009",1.44
"NO0003572802","2009",7
"NL0010832176","2009",NA
"IS0000028157","2009",NA
"SE0002095604","2009",0.02
"SE0010468116","2009",NA
"FR0010313833","2009",-3.85
"IT0001469383","2009",2.32
"LU1673108939","2009",NA
"US04351P1012","2009",NA
"IT0004093263","2009",3.77
"NL0000334118","2009",-12.18
"NL0010273215","2009",-2.75
"FI0009008072","2009",5.87
"NL0011872643","2009",NA
"SE0007100581","2009",7.24
"PLSOFTB00016","2009",6.93
"IT0000062072","2009",0.58
"FR0000074148","2009",0.6
"AT0000969985","2009",0.68
"NO0004822503","2009",6.14
"GRS359353000","2009",0.58
"IT0003506190","2009",5.64
"SE0011166610","2009",10.4
"FR0000051732","2009",1.06
"ES0109427734","2009",9.32
"FI0009006548","2009",1.23
"JE00B3DCF752","2009",-11.03
"SE0000191827","2009",2.62
"SE0007666110","2009",NA
"FR0000063737","2009",3.4
"DE000A2DAM03","2009",NA
"DE000A0JK2A8","2009",14.34
"DE0006766504","2009",-0.04
"NO0010073489","2009",5.99
"IT0001137345","2009",1.59
"DE000A2LQ884","2009",NA
"SE0012454072","2009",1.13
"FR0000120628","2009",0.53
"NO0010840515","2009",-20.77
"SE0006993770","2009",11.25
"SE0011973940","2009",NA
"IT0003261697","2009",9.66
"ES0112458312","2009",0.97
"IT0001233417","2009",1.49
"LU1789205884","2009",NA
"SE0005878741","2009",NA
"FO0000000179","2009",27.23
"SE0010323998","2009",NA
"NL0000337319","2009",0.91
"IT0005428195","2009",1.13
"IT0001031084","2009",1.58
"IT0003188064","2009",1.12
"IT0004776628","2009",1.14
"IT0005218752","2009",0.32
"IT0000784196","2009",1.04
"ROTLVAACNOR1","2009",1.86
"IT0005218380","2009",0.85
"PTBCP0AM0015","2009",1.08
"ES0113860A34","2009",1.49
"PTBES0AM0007","2009",1.73
"ES0113900J37","2009",1.55
"DK0010218429","2009",-13.24
"PLBH00000012","2009",1.27
"PLBIG0000016","2009",0.15
"NO0011002511","2009",NA
"IE00BD5B1Y92","2009",NA
"GRS004013009","2009",0.22
"IE00BD1RP616","2009",-0.34
"PLPEKAO00016","2009",1.89
"ES0113679I37","2009",1.09
"BE0974362940","2009",-8.87
"DE000BASF111","2009",3.52
"NL0011872650","2009",NA
"DE0005102008","2009",-25.97
"FI0009008403","2009",11.19
"DK0015998017","2009",-20.16
"AT0000BAWAG2","2009",NA
"DE000BAY0017","2009",3.85
"DE0005194062","2009",2.06
"ES0113211835","2009",1.4
"NL0012866412","2009",3.39
"DE0005158703","2009",6.92
"LU1704650164","2009",NA
"BE0003678894","2009",-0.23
"DE0005200000","2009",8.57
"SE0011090547","2009",11.78
"SE0015949748","2009",7.08
"BE0974258874","2009",7.42
"FR0000035164","2009",-1.16
"SE0000101362","2009",6.45
"SE0000101297","2009",-2.02
"DE0005232805","2009",11.68
"DE000A0DNAY5","2009",10.26
"SE0015672282","2009",23.91
"NO0010890965","2009",NA
"IT0005244402","2009",NA
"SE0010948588","2009",NA
"FR0000120966","2009",9.17
"SE0013647385","2009",NA
"IT0003097257","2009",-7.83
"DE0005909006","2009",2.21
"SE0009921588","2009",3.09
"SE0000862997","2009",2.71
"SE0011644376","2009",NA
"SE0010323311","2009",NA
"BE0974281132","2009",NA
"SE0000470395","2009",25.86
"FR0013280286","2009",12.58
"SE0000454746","2009",1.29
"DE0005227201","2009",5.23
"FI0009007264","2009",-0.75
"DE0005190003","2009",0.39
"FR0000131104","2009",0.47
"PLLWBGD00016","2009",NA
"FR0000061129","2009",12.66
"SE0015811559","2009",8.26
"FR0000039299","2009",1.96
"SE0008091581","2009",NA
"FR0000063935","2009",3.12
"SE0009858152","2009",NA
"SE0000396061","2009",2.67
"NO0003110603","2009",4.83
"SE0009888738","2009",NA
"NO0010657505","2009",NA
"DE0005493092","2009",-0.06
"PLBRSZW00011","2009",6.22
"NL0000852580","2009",8.76
"DE000A1PHFF7","2009",11.44
"SE0011231158","2009",-5.97
"FR0000120503","2009",4.7
"IT0000066123","2009",0.51
"BE0974268972","2009",11.53
"LU0011857645","2009",8.74
"SE0007491303","2009",NA
"ROBRDBACNOR2","2009",2.68
"DE000A1DAHH0","2009",0.18
"IS0000000297","2009",NA
"DK0060803831","2009",1.62
"DK0010256197","2009",4.29
"NL0010776944","2009",12.96
"IT0004764699","2009",NA
"PLBUDMX00013","2009",5.77
"SE0005677135","2009",NA
"SE0003849223","2009",-9.62
"SE0000195810","2009",1.99
"FR0006174348","2009",12.67
"IT0001347308","2009",3.42
"BMG173841013","2009",NA
"BMG1738J1247","2009",0.67
"NO0003087603","2009",0.44
"NO0010633951","2009",NA
"AT0000641352","2009",0.68
"IE00BWY4ZF18","2009",NA
"IT0004329733","2009",6.95
"ES0140609019","2009",NA
"SE0007692850","2009",NA
"DE0005419105","2009",5.1
"FR0000125338","2009",2.75
"IT0005331019","2009",NA
"FI0009013429","2009",1.02
"DE0005313704","2009",7.53
"DK0010181759","2009",3.87
"FR0010828137","2009",-13.16
"FR0000120172","2009",1.12
"FR0000125585","2009",3.85
"SE0000379190","2009",1.98
"SE0000188518","2009",14.54
"SE0001664707","2009",6.09
"MT0001000109","2009",NA
"IT0000784154","2009",0.41
"FI4000062781","2009",NA
"CH0136071542","2009",3.15
"PLCCC0000016","2009",17.43
"PLOPTTC00011","2009",-3.44
"DE0007257503","2009",2.01
"SE0000683484","2009",32.92
"FR0010425595","2009",-8.59
"ES0105066007","2009",NA
"NL0013995087","2009",2.12
"DE000A1TNMM9","2009",4.07
"IT0005010423","2009",NA
"DE0005403901","2009",2.89
"CZ0005112300","2009",11.16
"FR0013181864","2009",-3.02
"FR0000130692","2009",-6.91
"DK0060055861","2009",8.22
"FR0000130403","2009",2.49
"DK0060227585","2009",3.65
"SE0010832204","2009",NA
"ES0105630315","2009",3.04
"PLCIECH00018","2009",1.02
"FI4000369947","2009",0.49
"SE0000584948","2009",15.54
"SE0009973548","2009",NA
"SE0002626861","2009",0.32
"FR0000121261","2009",1.4
"NL0010545661","2009",NA
"FR0000120222","2009",0.38
"FR0010667147","2009",NA
"BE0003593044","2009",1.68
"SE0007048020","2009",NA
"DK0060448595","2009",12.77
"BE0974256852","2009",13.59
"DE000CBK1001","2009",0.36
"BE0003883031","2009",4.2
"FR0000053324","2009",3.74
"IT0000070786","2009",2.55
"DE000A288904","2009",3.88
"SE0003950864","2009",NA
"ES0121975009","2009",7.36
"DE000A2DA414","2009",NA
"DE0005439004","2009",-3.82
"SE0007158829","2009",NA
"NL0010583399","2009",5.41
"LU1296758029","2009",NA
"ES0117160111","2009",12.52
"PTCOR0AE0006","2009",1.76
"DE0006062144","2009",NA
"FR0000064578","2009",0.31
"LU0251710041","2009",-6.94
"NO0010808892","2009",NA
"FR0000045072","2009",0.41
"IT0003121677","2009",0.53
"IE0001827041","2009",4.4
"US2267181046","2009",NA
"DE000A0LAUP1","2009",2.09
"DE0005470306","2009",9.3
"PTCTT0AM0001","2009",NA
"SE0000418923","2009",2.02
"PLCFRPT00013","2009",31.55
"BE0974259880","2009",4.85
"DE0007100000","2009",-1.3
"IE00BJMZDW83","2009",NA
"IT0000076502","2009",3.56
"FR0000120644","2009",6.21
"DK0010274414","2009",0.44
"FR0014004L86","2009",2.72
"FR0014003TT8","2009",8.08
"DE000A0JC8S7","2009",8.16
"IT0004053440","2009",-1.62
"NL0015435975","2009",7.67
"FR0010417345","2009",-70.92
"CH0246292343","2009",NA
"IT0003115950","2009",2.81
"IT0001431805","2009",-2.92
"DE000A2E4K43","2009",NA
"DK0060738599","2009",20.91
"FR0000053381","2009",-6.09
"DE000A2GS5D8","2009",NA
"DE0005140008","2009",0.46
"DE000A1TNUT7","2009",6.98
"DE0005810055","2009",0.39
"DE0007480204","2009",3.8
"DE0008232125","2009",0.75
"DE0005552004","2009",0.68
"DE0005557508","2009",1.09
"DE000A0HN5C6","2009",2.81
"DE0006305006","2009",-9.02
"FR0000073793","2009",3.25
"DK0060655629","2009",2.95
"IT0003492391","2009",25.08
"DE000A1X3XX4","2009",3.66
"IT0005254252","2009",NA
"PLDINPL00011","2009",NA
"SE0001634262","2009",4.93
