Name,Code,CURRENCY,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AIB GROUP - Environment Pillar Score,IE00BF0L3536(ENSCORE),NA,61.98,74.1,72.49,86.54,88.87,55.68,23.1,27.5,69.76,47.76,63.56,61.4,58.82
AIB GROUP - Social Pillar Score,IE00BF0L3536(SOSCORE),NA,54.64,52.79,52.22,45.95,41.7,40.21,39.85,48.84,47.89,66.31,70.23,64.7,73.79
AIB GROUP - Governance Pillar Score,IE00BF0L3536(CGSCORE),NA,85.1,42.28,28.24,38.46,31.44,21.37,20.15,27.38,15.16,55.01,70.7,63.56,66.53
AIR FRANCE-KLM - Environment Pillar Score,FR0000031122(ENSCORE),NA,70,71.99,80.02,73.93,76.69,76.64,74.82,84.13,75.61,75.58,76.03,77.73,76.56
AIR FRANCE-KLM - Social Pillar Score,FR0000031122(SOSCORE),NA,67.96,79.04,77.77,77.98,77.04,76.32,86.26,83.92,77.93,78.27,78.54,85.57,88.23
AIR FRANCE-KLM - Governance Pillar Score,FR0000031122(CGSCORE),NA,28.07,55.6,54.27,53.23,49.35,35.3,54.28,48.35,32.96,41.62,54.98,67,77.89
AIRBUS - Environment Pillar Score,NL0000235190(ENSCORE),NA,69.72,84.56,83.97,93.03,96.42,94.43,95.3,96.79,96.91,96.67,94.45,94.21,97.23
AIRBUS - Social Pillar Score,NL0000235190(SOSCORE),NA,69.14,81.41,81.53,76.76,84.87,82.03,76.75,76.31,74.77,86.1,87.46,86.59,87.95
AIRBUS - Governance Pillar Score,NL0000235190(CGSCORE),NA,26.76,40.57,39.37,35.77,45.37,54.91,50.71,68.62,52.66,45.04,60.98,67.01,70.18
AIXTRON - Environment Pillar Score,DE000A0WMPJ6(ENSCORE),NA,19.44,14.79,16.2,15.26,13.33,13.58,18.56,18.68,42.57,41.21,49.74,44.42,64.55
AIXTRON - Social Pillar Score,DE000A0WMPJ6(SOSCORE),NA,12.16,11.73,27.53,28.59,28.23,30.4,31.17,31.97,38.1,57.3,51.98,59.65,65.24
AIXTRON - Governance Pillar Score,DE000A0WMPJ6(CGSCORE),NA,63.25,66.8,72.21,67.54,66.74,39.82,52.02,54.84,60.18,54.89,62.26,71.06,76.29
